Area,PDP,PSNR,Label
4368648,879.8586961670107,32.33346592602593,set2
4352193,880.2737324414928,32.226614396495165,set2
4350399,883.3889069564038,32.226392979895394,set2
4369079,929.39450389464,36.95471529927469,set2
4379219,929.1914951698418,36.96044452556823,set2
4371404,928.1408507641328,36.953373411720094,set2
4354637,928.7248385367502,36.950461835358254,set2
4357048,927.8615187606486,36.94677935982427,set2
4356109,878.1028441765051,32.26195845767726,set2
4368240,929.7704210846264,36.95468444363815,set2
